open_time,symbol,rank,regime,regime_score,relative_score,momentum_24h,momentum_72h,selected,capital_percent,portfolio_deployed_percent
2026-06-17 12:00:00,ETHUSDT,1,ACTIVE,68.0,67.27,-3.0547,5.5516,True,30.0,30.0
2026-06-17 12:00:00,LINKUSDT,2,ACTIVE,67.0,60.98,-2.5504,3.7164,False,0.0,30.0
2026-06-17 12:00:00,SOLUSDT,3,WATCH,59.0,54.88,-3.4828,6.7129,False,0.0,30.0
2026-06-17 12:00:00,BTCUSDT,4,SLEEP,16.0,37.2,-2.0909,1.1089,False,0.0,30.0
2026-06-17 12:00:00,DOGEUSDT,5,SLEEP,0.0,21.67,-2.4652,-0.3812,False,0.0,30.0
2026-06-17 12:00:00,XRPUSDT,6,SLEEP,0.0,15.0,-3.7683,5.2738,False,0.0,30.0
2026-06-17 13:00:00,LINKUSDT,1,ACTIVE,69.0,66.05,-0.9449,3.8613,True,30.0,30.0
2026-06-17 13:00:00,ETHUSDT,2,ACTIVE,70.0,62.33,-2.0374,5.683,False,0.0,30.0
2026-06-17 13:00:00,SOLUSDT,3,ACTIVE,61.0,52.45,-2.1084,6.8762,False,0.0,30.0
2026-06-17 13:00:00,BTCUSDT,4,SLEEP,28.0,41.77,-1.1718,1.4926,False,0.0,30.0
2026-06-17 13:00:00,XRPUSDT,5,SLEEP,11.0,29.12,-2.0152,5.815,False,0.0,30.0
2026-06-17 13:00:00,DOGEUSDT,6,SLEEP,0.0,18.33,-1.3153,-0.2543,False,0.0,30.0
2026-06-17 14:00:00,SOLUSDT,1,ACTIVE,69.0,66.88,-0.8084,7.6111,True,30.0,30.0
2026-06-17 14:00:00,ETHUSDT,2,ACTIVE,60.0,57.0,-1.4377,5.7358,False,0.0,30.0
2026-06-17 14:00:00,LINKUSDT,3,SLEEP,17.0,42.65,-0.0613,4.1496,False,0.0,30.0
2026-06-17 14:00:00,BTCUSDT,4,SLEEP,28.0,33.43,-0.843,1.7472,False,0.0,30.0
2026-06-17 14:00:00,DOGEUSDT,5,SLEEP,0.0,21.67,-0.6922,0.0698,False,0.0,30.0
2026-06-17 14:00:00,XRPUSDT,6,SLEEP,3.0,20.52,-1.1988,5.5747,False,0.0,30.0
2026-06-17 15:00:00,SOLUSDT,1,STRONG,84.0,81.97,0.7095,9.4617,True,30.0,50.0
2026-06-17 15:00:00,LINKUSDT,2,STRONG,78.0,75.93,1.1712,5.7646,True,20.0,50.0
2026-06-17 15:00:00,ETHUSDT,3,STRONG,80.0,61.83,-0.5066,6.6424,False,0.0,50.0
2026-06-17 15:00:00,XRPUSDT,4,SLEEP,20.0,39.83,0.3141,6.9251,False,0.0,50.0
2026-06-17 15:00:00,BTCUSDT,5,SLEEP,39.0,37.55,-0.1636,2.6973,False,0.0,50.0
2026-06-17 15:00:00,DOGEUSDT,6,SLEEP,0.0,20.83,0.1147,1.1237,False,0.0,50.0
2026-06-17 16:00:00,SOLUSDT,1,STRONG,84.0,84.47,0.9029,9.2903,True,30.0,50.0
2026-06-17 16:00:00,LINKUSDT,2,STRONG,78.0,73.43,1.1373,5.4443,True,20.0,50.0
2026-06-17 16:00:00,ETHUSDT,3,STRONG,80.0,62.67,-0.3302,6.6595,False,0.0,50.0
2026-06-17 16:00:00,BTCUSDT,4,SLEEP,39.0,45.88,0.1613,3.005,False,0.0,50.0
2026-06-17 16:00:00,XRPUSDT,5,SLEEP,25.0,30.42,-0.0247,6.6678,False,0.0,50.0
2026-06-17 16:00:00,DOGEUSDT,6,SLEEP,0.0,23.33,0.6009,0.694,False,0.0,50.0
2026-06-17 17:00:00,SOLUSDT,1,STRONG,75.0,84.58,0.7466,10.2168,True,30.0,30.0
2026-06-17 17:00:00,LINKUSDT,2,ACTIVE,64.0,66.3,0.6177,6.282,False,0.0,30.0
2026-06-17 17:00:00,ETHUSDT,3,STRONG,75.0,62.08,-0.3248,7.6518,False,0.0,30.0
2026-06-17 17:00:00,BTCUSDT,4,SLEEP,32.0,39.4,0.1899,3.7209,False,0.0,30.0
2026-06-17 17:00:00,DOGEUSDT,5,SLEEP,25.0,34.58,0.3897,1.4243,False,0.0,30.0
2026-06-17 17:00:00,XRPUSDT,6,SLEEP,15.0,24.25,-0.2211,7.528,False,0.0,30.0
2026-06-17 18:00:00,SOLUSDT,1,STRONG,79.0,76.38,-0.6757,9.0019,True,30.0,30.0
2026-06-17 18:00:00,ETHUSDT,2,ACTIVE,65.0,55.08,-1.6057,6.5123,False,0.0,30.0
2026-06-17 18:00:00,LINKUSDT,3,WATCH,57.0,49.82,-0.7106,5.4894,False,0.0,30.0
2026-06-17 18:00:00,BTCUSDT,4,SLEEP,33.0,45.68,-0.5042,2.6683,False,0.0,30.0
2026-06-17 18:00:00,XRPUSDT,5,SLEEP,15.0,26.75,-1.443,6.7367,False,0.0,30.0
2026-06-17 18:00:00,DOGEUSDT,6,SLEEP,0.0,20.83,-0.6166,0.7991,False,0.0,30.0
2026-06-17 19:00:00,SOLUSDT,1,WATCH,53.0,58.02,-2.9523,6.053,False,0.0,0.0
2026-06-17 19:00:00,ETHUSDT,2,WATCH,47.0,46.15,-3.3803,4.1605,False,0.0,0.0
