window,cohort,feature,regime,signals,false_pct,runner_pct,median_mfe_r,median_mae_r,stopped_pct
2025h1,FRESH_POLICY_12H,EMA50_SLOPE,LOW,4,50.0,25.0,0.8269116275265287,0.3851371176342764,50.0
2025h1,FRESH_POLICY_12H,EMA50_SLOPE,MID,4,25.0,50.0,1.9040685292014476,0.7938458838548391,75.0
2025h1,FRESH_POLICY_12H,EMA50_SLOPE,HIGH,4,75.0,0.0,0.08329852700094476,0.9119093330415569,100.0
2025h1,FRESH_POLICY_12H,HOTNESS,LOW,6,50.0,33.33333333333333,0.6800536649770387,0.6515296474754363,66.66666666666666
2025h1,FRESH_POLICY_12H,HOTNESS,MID,4,25.0,25.0,1.2842601294776061,0.7954029425523363,75.0
2025h1,FRESH_POLICY_12H,HOTNESS,HIGH,2,100.0,0.0,0.02496242229725995,0.9066418472580693,100.0
ALL,CURRENT_12H,ADX,LOW,92,30.434782608695656,30.434782608695656,1.0148576182253308,0.7700625255954032,79.34782608695652
ALL,CURRENT_12H,ADX,MID,70,34.285714285714285,31.428571428571427,1.0008603922625277,0.7475190913434732,78.57142857142857
ALL,CURRENT_12H,ADX,HIGH,91,42.857142857142854,25.274725274725274,0.6964753451066408,0.8072323480041101,84.61538461538461
ALL,CURRENT_12H,EMA50_SLOPE,LOW,89,22.47191011235955,38.20224719101123,1.282601548662866,0.6943822514994136,73.03370786516854
ALL,CURRENT_12H,EMA50_SLOPE,MID,72,40.27777777777778,29.166666666666668,0.6944159548317348,0.8048147568424815,80.55555555555556
ALL,CURRENT_12H,EMA50_SLOPE,HIGH,92,45.65217391304348,19.565217391304348,0.5991532445238829,0.7890922997905563,89.13043478260869
ALL,CURRENT_12H,HOTNESS,LOW,80,25.0,36.25,1.240976843883475,0.7541259901056352,75.0
ALL,CURRENT_12H,HOTNESS,MID,83,33.734939759036145,30.120481927710845,0.9831546788985348,0.780345269593675,78.3132530120482
ALL,CURRENT_12H,HOTNESS,HIGH,90,47.77777777777778,21.11111111111111,0.5991532445238829,0.7890922997905563,88.88888888888889
